fname,liveness_score
1525.mp4,1.6186360880965367e-05
412.mp4,0.00030941289151087403
808.mp4,0.9982494115829468
1519.mp4,0.9965433478355408
0.mp4,0.9999996423721313
542.mp4,0.9991961121559143
202.mp4,0.999998927116394
1563.mp4,0.006024864036589861
983.mp4,0.9999828338623047
1451.mp4,0.00040745522710494697
626.mp4,0.9999303817749023
1442.mp4,1.0
935.mp4,0.9998760223388672
17.mp4,0.0005833852337673306
47.mp4,1.329078941125772e-06
1246.mp4,0.6191385388374329
1530.mp4,0.001058223657310009
1686.mp4,0.9999591112136841
843.mp4,0.9999998807907104
77.mp4,0.9999946355819702
705.mp4,3.223501892080094e-07
527.mp4,0.9994707703590393
1440.mp4,0.00029666756745427847
841.mp4,1.703900852589868e-05
370.mp4,0.00011522889690240845
118.mp4,0.9993852376937866
1846.mp4,4.39422228737385e-06
1079.mp4,0.9995654225349426
153.mp4,1.4587665475573885e-07
892.mp4,0.9999960660934448
1759.mp4,0.996620774269104
872.mp4,0.9999997615814209
1511.mp4,2.337828391318908e-06
1102.mp4,0.0011584707535803318
474.mp4,0.9999969005584717
364.mp4,0.9999980926513672
607.mp4,0.9999388456344604
884.mp4,3.060495714635181e-07
979.mp4,0.9999997615814209
64.mp4,0.9995310306549072
537.mp4,0.9985994696617126
1141.mp4,1.4739366633875761e-06
666.mp4,0.9984473586082458
760.mp4,0.9999845027923584
902.mp4,0.000639539968688041
1299.mp4,0.999969482421875
1566.mp4,2.4332570092155947e-07
740.mp4,0.9999829530715942
770.mp4,0.9993128776550293
1048.mp4,0.9999959468841553
1132.mp4,3.558769208211743e-07
1439.mp4,0.9999998807907104
567.mp4,5.2928950026398525e-05
638.mp4,2.1880836357013322e-05
1092.mp4,0.9999996423721313
777.mp4,0.9997604489326477
1755.mp4,0.9999929666519165
574.mp4,0.0001234296360053122
853.mp4,0.0003738034574780613
201.mp4,6.55834810459055e-05
799.mp4,0.0003103624330833554
158.mp4,8.22957736090757e-05
882.mp4,0.9987913966178894
1271.mp4,0.9865877032279968
1316.mp4,2.6931569664156996e-05
1780.mp4,7.463051474587701e-07
1276.mp4,1.2263787539268378e-05
1867.mp4,0.9992444515228271
881.mp4,0.9995961785316467
400.mp4,0.9988037347793579
1227.mp4,1.9447293198027182e-06
1455.mp4,2.4888662665034644e-05
226.mp4,0.0002938851248472929
1334.mp4,2.512113610464439e-07
214.mp4,0.9999992847442627
1214.mp4,0.9991391897201538
545.mp4,0.9999781847000122
293.mp4,2.52371137321461e-05
891.mp4,0.9990901947021484
387.mp4,9.474554190092022e-07
1638.mp4,9.018598490229124e-08
289.mp4,0.9994760155677795
1201.mp4,0.9998014569282532
1537.mp4,1.0927382163572474e-06
1561.mp4,0.9999983310699463
1261.mp4,6.843181381555041e-06
1471.mp4,0.0009626458631828427
586.mp4,0.9999790191650391
1338.mp4,0.9999986886978149
659.mp4,0.9886541366577148
1764.mp4,0.973448634147644
1682.mp4,0.9999878406524658
1560.mp4,0.0016082166694104671
190.mp4,0.002871593926101923
1836.mp4,0.9991913437843323
828.mp4,0.9995169639587402
960.mp4,0.0004587731382343918
1255.mp4,5.259005047264509e-05
776.mp4,0.999998927116394
1793.mp4,0.934238076210022
1155.mp4,0.00016325722390320152
634.mp4,0.996862530708313
1122.mp4,0.9998235106468201
1632.mp4,0.9999711513519287
1220.mp4,2.215597760368837e-06
972.mp4,0.0012597417226061225
786.mp4,7.737255145912059e-06
1502.mp4,0.0006765627185814083
496.mp4,0.9999814033508301
1391.mp4,0.7448044419288635
510.mp4,0.6150345802307129
1864.mp4,0.999800980091095
648.mp4,4.4722568759425485e-07
311.mp4,0.0006265786360017955
861.mp4,0.9997549653053284
1830.mp4,0.9986764788627625
569.mp4,0.000639539968688041
962.mp4,0.9999897480010986
318.mp4,0.9991771578788757
38.mp4,2.977086523969774e-07
766.mp4,0.9999996423721313
581.mp4,1.6530413631699048e-05
1355.mp4,1.3934505659563001e-05
1116.mp4,0.9993828535079956
966.mp4,0.9999867677688599
1311.mp4,0.009987958706915379
592.mp4,0.9391742944717407
917.mp4,0.9999818801879883
1295.mp4,0.0013442527269944549
1514.mp4,0.0003454301622696221
450.mp4,0.9952453970909119
460.mp4,0.9999992847442627
397.mp4,0.8797207474708557
973.mp4,0.9999997615814209
1847.mp4,0.00043046000064350665
1327.mp4,1.5160258044488728e-05
1643.mp4,0.9998787641525269
1282.mp4,0.07953783869743347
466.mp4,0.001647254335694015
1023.mp4,0.9994266033172607
748.mp4,0.9997745156288147
224.mp4,0.999998927116394
